lote,orden,palabra_id,kichwa,espanol,categoria,tipo_visual,prompt,descripcion_candidata,estado
1,63,96,apichu,camote,Alimentos y bebidas,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “apichu”, que en español significa “camote”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de camote, correspondiente a la acepción Kichwa apichu.",preparada
1,64,678,kumal,camote,Alimentos y bebidas,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “kumal”, que en español significa “camote”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de camote, correspondiente a la acepción Kichwa kumal.",preparada
1,65,542,kapuli,capulí,Alimentos y bebidas,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “kapuli”, que en español significa “capulí”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de capulí, correspondiente a la acepción Kichwa kapuli.",preparada
1,66,2371,aychamikuk,carnívoro,Alimentos y bebidas,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “aychamikuk”, que en español significa “carnívoro”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de carnívoro, correspondiente a la acepción Kichwa aychamikuk.",preparada
1,67,2086,wakanki,amuleto,Herramientas y objetos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “wakanki”, que en español significa “amuleto”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de amuleto, correspondiente a la acepción Kichwa wakanki.",preparada
1,68,773,llachu,azadón,Herramientas y objetos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “llachu”, que en español significa “azadón”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de azadón, correspondiente a la acepción Kichwa llachu.",preparada
1,69,1137,pukuna,bodoquera,Herramientas y objetos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “pukuna”, que en español significa “bodoquera”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de bodoquera, correspondiente a la acepción Kichwa pukuna.",preparada
1,70,2315,kipi,bulto,Herramientas y objetos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “kipi”, que en español significa “bulto”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de bulto, correspondiente a la acepción Kichwa kipi.",preparada
1,71,1699,wallu,cántaro,Herramientas y objetos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “wallu”, que en español significa “cántaro”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de cántaro, correspondiente a la acepción Kichwa wallu.",preparada
1,72,1377,shinki,carbón,Herramientas y objetos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “shinki”, que en español significa “carbón”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de carbón, correspondiente a la acepción Kichwa shinki.",preparada
1,73,1027,palata,caucho,Herramientas y objetos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “palata”, que en español significa “caucho”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de caucho, correspondiente a la acepción Kichwa palata.",preparada
1,74,1381,shirinka,caucho,Herramientas y objetos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “shirinka”, que en español significa “caucho”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de caucho, correspondiente a la acepción Kichwa shirinka.",preparada
1,75,2051,katuwasi,almacén,Territorio y lugares,paisaje,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “katuwasi”, que en español significa “almacén”. Representa el lugar o fenómeno natural con una composición sencilla. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de almacén, correspondiente a la acepción Kichwa katuwasi.",preparada
1,76,2125,chikan,aparte,Territorio y lugares,paisaje,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “chikan”, que en español significa “aparte”. Representa el lugar o fenómeno natural con una composición sencilla. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de aparte, correspondiente a la acepción Kichwa chikan.",preparada
1,77,2148,kaypi,aquí,Territorio y lugares,paisaje,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “kaypi”, que en español significa “aquí”. Representa el lugar o fenómeno natural con una composición sencilla. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de aquí, correspondiente a la acepción Kichwa kaypi.",preparada
1,78,2186,tiyarina,asiento,Territorio y lugares,paisaje,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “tiyarina”, que en español significa “asiento”. Representa el lugar o fenómeno natural con una composición sencilla. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de asiento, correspondiente a la acepción Kichwa tiyarina.",preparada
1,79,2218,hanansuyu,austral,Territorio y lugares,paisaje,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “hanansuyu”, que en español significa “austral”. Representa el lugar o fenómeno natural con una composición sencilla. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de austral, correspondiente a la acepción Kichwa hanansuyu.",preparada
1,80,651,kiti,cantón,Territorio y lugares,paisaje,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “kiti”, que en español significa “cantón”. Representa el lugar o fenómeno natural con una composición sencilla. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de cantón, correspondiente a la acepción Kichwa kiti.",preparada
1,81,2365,wataywasi,cárcel,Territorio y lugares,paisaje,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “wataywasi”, que en español significa “cárcel”. Representa el lugar o fenómeno natural con una composición sencilla. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de cárcel, correspondiente a la acepción Kichwa wataywasi.",preparada
1,82,1452,taski,cascada,Territorio y lugares,paisaje,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “taski”, que en español significa “cascada”. Representa el lugar o fenómeno natural con una composición sencilla. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de cascada, correspondiente a la acepción Kichwa taski.",preparada
1,83,2320,chuklla,cabaña,Hogar y construcción,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “chuklla”, que en español significa “cabaña”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de cabaña, correspondiente a la acepción Kichwa chuklla.",preparada
1,84,583,kawitu,cama,Hogar y construcción,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “kawitu”, que en español significa “cama”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de cama, correspondiente a la acepción Kichwa kawitu.",preparada
1,85,252,chinkana,casucha,Hogar y construcción,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “chinkana”, que en español significa “casucha”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de casucha, correspondiente a la acepción Kichwa chinkana.",preparada
1,86,2384,kawitu,catre,Hogar y construcción,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “kawitu”, que en español significa “catre”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de catre, correspondiente a la acepción Kichwa kawitu.",preparada
1,87,1226,rumikuta,cemento,Hogar y construcción,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “rumikuta”, que en español significa “cemento”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de cemento, correspondiente a la acepción Kichwa rumikuta.",preparada
1,88,2404,kuchu,cerca,Hogar y construcción,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “kuchu”, que en español significa “cerca”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de cerca, correspondiente a la acepción Kichwa kuchu.",preparada
1,89,2159,rinriwarkuna,aretes,Vestimenta y cuidado personal,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “rinriwarkuna”, que en español significa “aretes”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de aretes, correspondiente a la acepción Kichwa rinriwarkuna.",preparada
1,90,2247,armarina,bañarse,Vestimenta y cuidado personal,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “armarina”, que en español significa “bañarse”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de bañarse, correspondiente a la acepción Kichwa armarina.",preparada
1,91,2282,tallpa,blusa,Vestimenta y cuidado personal,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “tallpa”, que en español significa “blusa”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de blusa, correspondiente a la acepción Kichwa tallpa.",preparada
1,92,1429,talpa,blusa,Vestimenta y cuidado personal,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “talpa”, que en español significa “blusa”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de blusa, correspondiente a la acepción Kichwa talpa.",preparada
1,93,2346,kushma,camiseta,Vestimenta y cuidado personal,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “kushma”, que en español significa “camiseta”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de camiseta, correspondiente a la acepción Kichwa kushma.",preparada
1,94,2227,antanka,avión,Transporte y caminos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “antanka”, que en español significa “avión”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de avión, correspondiente a la acepción Kichwa antanka.",preparada
1,95,1705,wampu,barco,Transporte y caminos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “wampu”, que en español significa “barco”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de barco, correspondiente a la acepción Kichwa wampu.",preparada
1,96,2276,pallka,bifurcación,Transporte y caminos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “pallka”, que en español significa “bifurcación”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de bifurcación, correspondiente a la acepción Kichwa pallka.",preparada
1,97,2344,ñan,camino,Transporte y caminos,objeto,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “ñan”, que en español significa “camino”. Muestra el elemento concreto completo y fácil de reconocer. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de camino, correspondiente a la acepción Kichwa ñan.",preparada
1,98,195,chasu,aculturado,"Personas, oficios y educación",persona,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “chasu”, que en español significa “aculturado”. Representa a la persona o el oficio en una escena cotidiana respetuosa. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de aculturado, correspondiente a la acepción Kichwa chasu.",preparada
1,99,1966,watuk,adivino,"Personas, oficios y educación",persona,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “watuk”, que en español significa “adivino”. Representa a la persona o el oficio en una escena cotidiana respetuosa. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de adivino, correspondiente a la acepción Kichwa watuk.",preparada
1,100,1974,shunkuyuk,adulto,"Personas, oficios y educación",persona,"Ilustración cuadrada infantil y educativa para la acepción Kichwa “shunkuyuk”, que en español significa “adulto”. Representa a la persona o el oficio en una escena cotidiana respetuosa. Estilo de libro ilustrado, contexto cultural respetuoso inspirado en el Ecuador andino y amazónico, fondo limpio, colores cálidos, contornos suaves, sin texto, letras, logotipos, firmas ni marcas de agua.","Representación educativa de adulto, correspondiente a la acepción Kichwa shunkuyuk.",preparada
